transaction_id,sender_address,receiver_address,amount,timestamp,gas_fee,transaction_count,wallet_age,is_fraud
36a984ea-38c8-4fd7-b1f3-4e5fc25ad29e,0xcb6c832c3572b3e027fe907016865dc0ec3c80bc,0x323471be97434f73a1a4f9b6fd5b3e2819f8d0d6,97.6635,1740511244,0.099179,172,214,1
bde83430-3f33-46aa-a07c-3762b30ba621,0x84ea8e36b80fc7abc3e5bf0c3bd1bc4d7d79eb2a,0xa41ac38b008f398c679d3d8c85afc10c6efd31f8,99.8801,1738742295,0.079436,119,227,1
d2cfbde5-1154-4ef9-9936-f813a4f1bb83,0x6f66205bc86a0afc8e2f62b6aa82225848a67983,0x6f22a7b304e98d8dbc8d800da4930d3656db98bf,21.6547,1710746266,0.011838,464,93,0
844ce6b7-e875-4a62-a204-9dfbda16477e,0x14b9b4254e117301a3015bae5b1c058a0552d282,0x0765937b2f396c39ce759cd930365146d7d77d73,82.2819,1741433491,0.037454,324,38,1
f821746e-775d-41f2-bbcd-f15d5d23967a,0xfd00db77064849df35a3aef908a90e831b0e61ba,0x4e653d85dc374369a4224c0e6d0100333fca5123,54.9425,1725851206,0.070584,470,107,1
0e42b633-c34a-4c0f-ac74-0af843259778,0xc9e886d37371375cb0fdc6648a4b374f1662dd4c,0x1a6905498e0f3d6c1f3281c8bd3c67c9cb8c5902,15.2927,1717065274,0.098154,492,184,1
0b072c39-8144-4293-ab09-8be49ce8719c,0x81385c14fb4659466808c7b91cc62c0776fafb7b,0xa104441576b75f59967c091acedd1787dcf815c2,60.4688,1727551398,0.095747,434,66,1
a5bc2db1-13a0-4579-a4ea-3afc9d6cb94b,0xea6a0c22899652299c73f4e1f3655258ad176c04,0xf03ef5c2511a075423552098e1f333260595e7ef,57.0857,1741290189,0.054364,198,122,0
1830ce6c-e85b-4b31-84cc-ad43e93b29f2,0x812033b705c1b24988577d1a030e0bb61c43bdc3,0x8298e00bb1411209e8df7d9612e82fd2973ccbec,96.6536,1711021050,0.005352,374,274,1
b68a1988-0312-4c9c-b3ee-affed2af39b3,0xc0cdee8921d1c60924db0a12fb7ffaa55b44dd42,0x7bb7e4544ad9cb87ecb139eb8e9d377de7611dc0,95.6772,1735041668,0.044762,287,7,1
6bfdbfb8-dece-481a-839b-504319315a2a,0x2392fbf643c78b9f5c5ba787769289b044f71203,0xd1fcad1f40793e9bf7706021ed6fc030b45bc2e3,53.5866,1712965379,0.097984,415,7,1
b908c2ef-d5ce-47b3-87b9-e967230cbcb0,0xc0b0738164876c619582864815b4f30ed45a918c,0xa77f8bd8170a582dd9bc60323deb0e694e434871,44.5344,1712320684,0.027687,23,329,0
d8ed8743-f5f0-4c82-9b08-9749998a7b67,0x54074f0c2aae7bdf67da470e9d8dcc2a4745e30f,0x044f09691b572b708d368f980275d8aa91ce17f5,41.9813,1737687631,0.074893,329,327,1
847cfba1-99ae-4acc-a1c0-8709dc29534b,0x3bfe520ec4b13d6bd19ed01e759794e0bb73c06c,0xa6d02060e7b9239bb27670592688dd42de1868f0,26.2589,1735615822,0.055855,79,30,0
28639488-944f-40b7-8141-2764c3454d76,0x1624021e40333942eb9baf00e325eef8a487f971,0xef9a7587f7c29fb8905c9dad86b3fe6a1d9e1536,97.7096,1741457118,0.055155,115,91,1
f6252030-b899-475f-b1ae-750813a67bc0,0x9b181240849be5084f6cb56468aa88ee5fa18fb2,0xd3efb7c29facd620ccd93f964647a716d39a998b,65.6444,1711064768,0.062554,411,235,1
98caea00-5933-47b7-b810-aa68d4ea90e8,0x98e48c73d31a91d695695becb2a1cf155da600b2,0x26e0afe18a64c0f0fc7db12913ac1169c0ecd3b5,56.8019,1724154600,0.085769,210,300,0
0b902d85-63d0-47dc-8635-86d73ae42850,0x6aceb156363d45c5b098501d847815a7ef0a649f,0x0861b979217cb77baf5e7e15da354da795a1cdbf,69.3413,1735324901,0.04024,385,261,0
afdc8146-ace2-4fc3-a687-062fe0b8512f,0x6471f7c4be07990e20ef338b3002683e62f050c0,0x470602a4989afd84a017ce678ea204a8b854b670,83.7052,1727954505,0.015791,257,113,1
64bb8742-0cf7-4986-9e2f-31bc4e8e0464,0x225bb3d2a7b28af02c6a826d61bee0f5216cdf9d,0x646d4bff7f31ef994c8242fcabf4843938b22645,42.8422,1736904581,0.021245,304,14,0
bbcf7697-1e05-4c05-99a1-e9b9ebb738c0,0xb7883f822a2dc55aa5eb09676e762e32971f8758,0xd4cc731f11c3358f520865dd5381b88edc9fec92,15.8164,1717175296,0.017296,187,234,0
c8347dd7-63f3-4e75-ae4f-0a43a34df350,0xa52f45faea5976bd3c994a4b9d6f974dafe23dad,0xfe6092006b3e37626b510305827f8d82c96a8a1a,98.6918,1738578170,0.012661,227,29,1
787f6ab9-ae6a-4cbe-ab08-64d3a0d99a09,0x4e8cef6e24d8f1eb621629acca819e4b89092f19,0x37f870c5930a4568c776c4894e13e28e7acc5e16,30.8411,1729687912,0.030057,273,11,0
1099168f-f978-4b88-b6da-9cab602d8e1c,0x995e0dafbdf9839cd48017f47d5e9576b1b76078,0x2c96d4f91e89366c490f22cd2e95198eb9666550,39.9526,1720731070,0.031127,323,142,0
08763c2b-db61-49d2-bb90-e8f03fdb4ecc,0x3eb6de012b4b8ef45d90c091eaf8c5355a199546,0x198490abe05c2e19af6f1ec514afc359efbde606,1.5795,1717549687,0.051282,123,199,0
2692fd1d-3b5d-4f06-a568-78c1315e17a2,0x7cb38d4a3e159fe98c97b3a713bd37235a358dc9,0x4716d6f66c1dadcb08f53d89ef49221e66fd1f83,61.4368,1719260955,0.080562,413,277,1
c0a5f287-e84c-4a95-818f-12a944badff5,0x9ba847721bc5c58fb29a4eb83bc74aea6460b3f8,0x832e5581422767b687fb8208a6e7ac2e61ffb821,95.6277,1721205160,0.057972,207,182,1
4f0d4d97-b3df-4a61-9204-39276144aa9c,0x15f36989708afa9bda34bbdf3e1268744a3ef46e,0xf8489a66da481fa1c1c4b15036c61b7989c5bfd6,70.8353,1712789870,0.029247,42,155,0
2d0197ad-1de9-427c-ad37-7af000eb1295,0x5778325fd909add1277e975d64afec3b800db4bd,0x1774d61eeee272cfbf849a37abffa1177290517c,78.6477,1735817752,0.050813,256,74,0
3de68263-a7f6-4288-99d6-122199e64f62,0xc468e8d62083b67f78f6fc875ff6776279530526,0x02edead579ce0052148473dbe495ae58f9b3821d,56.739,1735966178,0.052831,329,120,1
b23b3d83-9ba5-4423-8ada-da11e9100c7d,0xe88f4cce6dcd18333300df8de1701beb999870e9,0xa7220198c6621dddb7d8bf729a303418d1203dbc,77.2075,1724012238,0.000129,477,249,0
7fad5788-a7da-4813-b4b6-ff9f88dc2426,0xca48dbc9daaf52e48710f5c09200b1a7d5835541,0xb602e795fd19e1a000549a63e41f5c9a8631740a,90.8434,1714810352,0.026802,237,72,1
bdb956dc-5a01-49c2-8233-ba0a6bf13b81,0x09feb93a05f3add389d9ceda8198afc57e26ffb1,0xdf0ee10a27fe9e9287f9c333e9cba9b26f4b5824,55.1966,1739895228,0.006158,150,129,0
0e7f9d08-a69f-4969-ae83-708a12536d62,0xb5019faa2f45b203c694a8ac5753cd526ed42090,0x6eda05ea3cf77dc80a23f7f7d35e9db93acb4ae1,76.1659,1726203506,0.018907,235,361,0
e8ee3cda-babd-4252-a64d-f81bbb40216a,0xb0aae06ba158c7159374742e794b4af7dbe1a66c,0x3bb20e800ba5d5abd815fb2609dd5b0d60c7f9c9,90.661,1731616754,0.087658,84,145,1
5ee68df1-fe43-41af-a085-a0df7e9c601a,0xcab9d44fc862b06bf30479a7a7ec2bc03b0b032a,0x27ed1d08798eb263bc9612fc1b3254934a66f338,16.1814,1727390491,0.057273,270,219,0
d2d83272-4bb5-4c56-941f-5655633bb15a,0xfad60173c17d0c89cf28ee0bede6e69d65555776,0xbb262820ff5a3ebcaf953227733591fdf3a3d4d9,0.4367,1741013061,0.087428,412,351,1
3e33324c-ce55-416c-af30-29e2dce1ca84,0x5e96d9a84ed30450564a30927bfcd3ec5c84fd4d,0x724acbaa9b9ed2f268dc8bcaf247254a2a3fedcd,64.8763,1725608236,0.068587,220,220,0
950ba703-93c0-482e-a575-bf2ec327a2de,0x3c2266dbdc676514124529db5ea2841c1264bb79,0x7e7127c498a8748dbea1e8def56a1a6616b2f07a,78.5368,1736338648,0.047525,226,251,0
0caeae4c-5e99-46e4-bc1f-8c90c03ad855,0xdf9f22f83d401422347318ce3c25c34186c0fa6b,0x98da9a9b404abfd30bd0a7b9fe0744d8b73fbeac,99.8903,1728900492,0.095208,6,294,1
6bf8e6fa-4dce-4bea-b239-ffe86fa825c0,0x8f192c66df73495ef15e18355780e6a7e6abca2c,0xdc9de1a901fd4ee04cf77ca039d148524e376e01,67.3761,1731627422,0.068944,444,129,1
660a6105-9204-4d45-aa45-02beb637afbb,0x46dc0d016beec0f25d000da15ebbc014a5164b42,0x81891956ff409407e213e655a194c1ad907c133e,88.8811,1731316224,0.036932,173,231,1
6021735b-d628-490d-8712-a53f07cece2f,0x60567846731ef2a1cfde4baef4bdc6cbbe9194b9,0x7dcc6b82bf6a0a5daa0cb5265a92bf73776ddbc6,49.3427,1738541138,0.043879,38,213,0
dac7e8a6-857d-425d-9552-d8814b4c233c,0xaee8e1f4e9a167148155c8d76bae691eded26231,0xc1dddc241188e2cfc8599edbcda4d092f91e9934,24.3593,1724339977,0.057755,309,133,1
0cac2a2c-76a2-41ba-9ae5-4d07b1c1be14,0x2f17caa53360c189f6f889299fb912c5c886c757,0x6c969e315265b4158796e9606f1bd33bd6e5617e,53.5956,1723360535,0.045384,111,194,0
426be625-f289-4028-817e-a2b8604903c6,0x502c2a3b794aa942ac51db5036a80451b96773f3,0x425be67f747c69af988d7af29ebe0239f7b2e57b,78.1978,1721279085,0.03755,114,114,0
629c7a5a-96ce-4c7f-b6ee-d52ac22052e0,0xd0ce58791f658ba1ebb81384533e96c8c11b252d,0x16be3a1cf470445255c0f74297b27183997b17b0,76.0415,1721038395,0.099356,206,109,0
ba52acd3-8e16-42b7-9da7-2fc606523d5b,0xab6c34918d858ef648166d70ee6952a3a4b5a223,0x7cdb7eba1eaa80179e740c760b07da97d7621ebe,5.0034,1716380909,0.002214,354,232,0
9f561ec9-e105-43b8-9612-99b5372e3122,0x52aa6db60d47ad70cb73a869f340c1dc744734ad,0x57e50b11abede45f6254e268fe50a6c2be2476fb,46.2308,1722781456,0.007094,87,162,0
460ccaa1-1715-43e7-ba63-b03c40368b87,0x270a7a891414a2326524ad29eda11d8ac4ea06e7,0xe2b3195a6ab81bbea413e57277d45fc9a2e248ec,3.5695,1722833174,0.03644,238,5,0
58e4e1a3-e8fb-4d19-81cd-82429a6434e8,0xafe37be7f9cb9bbc83fd3e733743fc526206518d,0xdfa5778a32aea8d57b65d944ad9f4337c6c8c0b0,68.612,1726137738,0.052142,1,332,0
255b08b5-58fd-4b9f-a36e-9a9d69b06c9a,0xf36519fc6540240986833349c70fee6d97c04464,0x45a1f98d6bec197bbbde1083bc8229040aff2bb3,48.6269,1729659882,0.084145,101,219,0
58b2b42b-4b14-4d7e-b91d-799c24798973,0x13f03ce83dfe2aa98603714eef5def002475b0b0,0x0946cc1bfffc7d0e4f39449663b0dbe37d204859,74.8555,1723372988,0.016674,80,34,0
e331c437-eeb4-45f6-9801-528bf8ac1471,0xb91c6c183248f85c59954dc27e8d0b844aa47b22,0xc6ade6cdbf4cd4a4e2735cf100681c805575883d,28.1998,1724984937,0.006527,71,341,0
e9d2755a-cf10-4b25-97d9-f2e62c57bdf1,0x598c1178c67a592397dc7b560de7eec4b57d462c,0x3db932dd122da19fe7466bb16e14837e56732a5b,86.3631,1712654995,0.033522,367,8,1
00224615-8d50-4941-99e2-9ff0a3f31f06,0x2b16a340e034f9ae2f58f815524e10ceee419307,0xef74dd03d2561335d9303b24425f7f7c764c0f97,54.1574,1735093152,0.034426,367,236,0
514bd22e-fae2-449f-8ef7-66f5a444ad10,0x74b837bc31525c6d6222b809adae0db76de5baf1,0xaca339a57a5b972095324a0cc5de0f567ab1f913,68.7846,1722130393,0.034461,356,2,0
a463af41-05ca-40e9-a97d-1d2825d73cbd,0x00aeae0dd490dbee4dae5e3ee9814c860379decc,0x318455f7ebe0d2fcd6ae35caa80d90c4d444f359,75.1844,1724297207,0.085969,191,199,0
f5768ee7-30ba-43a2-9941-2a1580a8bf79,0x13f5c25a189d66e97b61403bd6284338f3acbdb8,0xc21ff1bf27f68de590b3c0769b57611443fb7eec,23.9217,1739082892,0.062617,2,50,0
08df1c5d-8d88-4b05-a7a9-54d8bb14862f,0x47025e723ef312e322ca02acb21ac088e54d1469,0xb02cf537c93f6d1711738e92c727a563cf072634,14.2701,1717246421,0.041895,171,292,0
1251c88c-9ba4-4166-a223-08b3035246b5,0xb565abe2672862cb786770b81c3a6c4165b90f04,0x26033360e4f80e17a3b6819b31df8d0d6c9cfd4f,69.6947,1726489256,0.0501,419,77,1
379f3bdc-babd-4818-9a07-7a6ba77a26f8,0x6c1a3c9e97d9007009328fdcc69ae16eb5440f91,0x78dcc4ec5158b8a7a7cb8f187b73fd7a22ac828f,3.9925,1731422638,0.071301,238,236,0
e6427833-406f-4563-898d-97c9876deafb,0x061935b3ea94afe6ac9a734ae61ee73a4856cd6c,0x542993d5b6a966d134d3caa0f02e3be1edc1a46d,71.3984,1734563137,0.002471,353,49,0
59e9378f-af95-4df5-8ecf-4d98b06e382e,0x89cda9785e663df58431679dd37eec65591b0421,0x76e488de021698a738de810d19483f3bf284b7a7,42.835,1712030915,0.024827,185,176,0
48cd96f3-bb70-4402-9125-59ac0e3e78b9,0x7e21ed08271cb31ac957e7a3a9684a76e0b8b0a8,0x9cb962e8fea805e16c9e9f4bc87f6bcf34da1f61,8.9325,1736171471,0.000245,377,139,0
8c3f0d65-7104-444e-9934-20871790a836,0x0d7132e479996b0c6b27c8321adcecc2b8064a0a,0x0c98dc5030a4088240830dc4ab55aec595570f79,52.7658,1721264694,0.042083,404,151,0
3f2e57a3-6f8e-406e-a2b1-b0bb60572bfa,0x90ba373ec159ed51e091208a771b4e37b3f2476d,0x4856bf35da030a9757180f0d5a6b1da988a865f1,46.8758,1726470408,0.058007,487,122,1
7dd5b40b-e2be-49ff-83ed-b82d56eef6cb,0x0e746ba5ec3260d1e70d968aba68e38c409d2d4f,0x31fc0ff593d8f3a1bf18eabd0f63ce2d63d81050,65.9707,1712311720,0.063256,129,85,0
6c697376-0d82-46ab-b5b3-eb5b5e1a0ba5,0xd0564d02ef2e00efaca4780af2049fb86c79d21d,0x9992a34fb8ce56c6965149c468df0d6581434cb6,33.7129,1722678642,0.064067,257,126,0
bea67b92-b1a2-4ce1-8c6b-c77856fa64c9,0xcc268aa0d83d89b0d2c0f8aa4db84fcfc7f2ef93,0xe2ba237d2e898a6b5b986e8fafb016344ff18e5f,9.47,1710459447,0.063115,467,222,1
e3e9a847-ab62-42f4-aec1-ce06ec2717c5,0xe441e690d6c424282c0a620fee7c1c12de7b4a00,0xb2f25f8e98773ce15f1f3f40da2114ea10b2f159,27.1466,1739858912,0.092559,213,237,0
c241dc01-6a84-4cbe-bd4b-a9acfdc1f173,0x143665814857927ea70364070abfac0350fb3015,0x0765b60899ea1ea8ed15564af278acaea95b784a,9.7227,1728126351,0.075459,63,44,0
3a65efe4-474b-43bf-a9f9-5741c3c77918,0x0a485ba76c105f3f746801999893c872fca6bae1,0x6f51af55f84ed0d9577a069d272e73d6470d3ad4,5.8803,1738160179,0.003252,365,237,0
24c48ac4-32b9-45fa-a709-91a68292158f,0xe3a655e2350addc1867175e1d8109698a36166e5,0x70d471c35ccc3ee4f33a42d5163db6f72264c7ad,77.759,1740618270,0.026795,436,255,0
00e8971e-6116-4485-b082-0af80f6ce336,0x9c600f384c256e799f88eee339194be8f82dd41d,0xab0ed57baa74940fd774696008327bcb66a0a381,79.1188,1711593204,0.028435,143,132,0
c3a2a230-0985-4989-bbce-68b2a9183e8b,0x8eec403f72e397d82ddabdc00ac5522aa5b197b3,0x0c81aceb3d10b925cb23c827df304d4aac35bec3,29.6428,1737327592,0.023158,364,269,0
e9a7293d-2888-4850-9dd3-d8a1f5ee87c8,0x04ed32308d9cd6cfa40f81dd602e5e20aeaec93c,0x08e578ae747eecbf09cf1133595c6e6188c42c50,75.2461,1731104501,0.076127,411,74,1
ab8ec504-f39f-4814-98e8-66ff29d9e767,0xd299682065a07cb9742cc0ed202111c15e39ad2c,0xa5282c082376e61719994e5c03c2536fc8b47dce,55.5208,1721634471,0.046685,445,150,0
19390157-c868-47a4-99d4-9bbb4d083214,0x9a5cb6f6428825662aa9bc81dd2f8a4c4cf4901b,0x3ec6d5be03b57828f528c0f75be3f244c3fcb724,27.4523,1713845135,0.007343,269,143,0
7776e625-6c3f-4836-b477-a498a6832ee1,0xa7565d6b92705c794981eb84eb24aa0f9a96814b,0x0671b627b1edb8d215028416dfaf59a455fee273,3.6144,1736943388,0.009516,180,350,0
0a054d8c-f56f-4257-9e4d-064ce3f940eb,0x9a33ef6b1b6f99b9a4e3984b0515fd20ab3e2cea,0x732227524be811e865d0090927bd2772009b0931,23.6735,1723485819,0.089042,7,69,0
47c4682a-120b-4931-a5e2-711a56eebde6,0x453e63510fba0fad23092066255e80eb313daf36,0x10e750d460086a49f685574f5426d04b7c30613d,56.6139,1735572933,0.057071,271,133,0
08e4cfff-ccb3-44f4-b2cb-f2e54537822e,0x66b018aa62dd138dc375bbb5e4f7e333229cd756,0x0fadfb550c19cb583759810fbcfce3997bff5607,52.6019,1714192783,0.049372,446,20,0
b7e3055b-32ca-4b91-bf31-f628f477eabb,0x1e79821f844d6ebcb89c6912d62775e10ce203a8,0x19deef24ac2bf4aa3b6c612dec5c3060993af93c,10.2015,1735123318,0.019933,459,319,0
c434adb2-4fe5-40b6-a44e-977c4a27cf5b,0xcd71f2de10c1b3d22e0e90b0c8af290a6abd473c,0x7130201ed2f3aa459f193412298f48ea13023bac,69.0423,1738934603,0.035479,170,118,0
59d278ad-317a-48d2-b46f-0d7083fea8e4,0x092c3be724ffa2470ed8d91aa74de404e7fdde97,0xe84ff12f5c4afaa14f8b7ef977d488c6ca841447,84.9159,1716596396,0.088416,47,226,1
ca20de21-1a96-4262-a05d-fe8f80b2122f,0x73bcf0ab7579f3fe26255c759aca763d0f4e8483,0xc50daf041f7fe7fb2a8b3edb0a59ffcb089dcea5,70.8042,1741124172,0.021132,2,50,0
2ab4e85b-f0ce-49db-8031-d4bf958e6e53,0xc59adbacec303617cc44534643954d04b5364d4d,0x6330e4c400b574099f895d986032b9284678a0e8,51.6499,1737964475,0.048336,450,232,0
791c5ad6-a167-4457-88ef-d7d68b4afb80,0x3a19eb114ae871a4ac65155ac7c03befdd83a6d9,0x7a131bae6d577992544138fb774d5adb097fbbdf,80.0201,1718467649,0.016668,246,73,1
81463df2-1a24-4b06-ba79-de3920a859d1,0xa17ce0193c204e83d377b5bb26c517d136d31f79,0x35dc5cf184bb3922e1ea983e176b8529c1ed5edf,60.2517,1725800069,0.072049,341,262,1
f8805c4e-6172-489f-9873-ea32366f3b24,0x0b9c77f446e1f798648979a479b8a219e2a450f1,0x82faf23d87b1a124b53a957e5d72b46d8f0836be,23.2182,1714790797,0.021847,272,162,0
7fbb8c03-5bb3-4e92-a4b5-317fd4f286e1,0x32005763096c4d768ca6fcf7bbd7e7a5632628cc,0x5bd33d742f271413c0e248364504b82ec4230e5b,18.439,1732736274,0.004427,49,331,0
2f8557db-8178-4e95-b17f-84b410905f50,0x87411c155a10a537399bf5f220480e48e5a9bc62,0x717fa3bbb848c98a043441b228d87b9df2ed19fd,87.7147,1732627771,0.031564,271,189,1
27de358f-43c4-4e2f-a8ab-b3250f85e4b9,0x889e0a998409e944d1e962bd30a9f4fd6079d4f0,0x8bb9f360dac10c1d4a847887397b6d63b575e87a,86.9577,1737159295,0.004533,161,304,1
1d05281e-244e-4303-b576-4138ed488f41,0xae663eae76f6a1290464805e12643aa645c63284,0xf3b1a811e5d06db2e739650f34ed787ee4a8ea1e,13.0921,1711424476,0.032183,213,208,0
b8b5b2b6-1d88-4a7e-98da-4a2543fa2fde,0x8b8126c832bb4659767212568fc4f23ac9fb7160,0x0580433cf3ba4b433bf61932faded912403efd44,41.8782,1735460354,0.030784,246,127,0
09a86ce2-a5a7-4e90-9a24-0efea8eaac07,0x408fc36e78925b3897e484fd1a915a5eb057588a,0x71aa04fa0eb1a8c1a5e78fd01db05915c59fe13d,69.5434,1728332633,0.058904,144,33,0
218f79d9-03ad-466e-907a-0c703dd2e800,0x2856da767ef46468fed105affffa05214923ff73,0x3667559c204f39f01f61bc49c82c7c92a8dddf05,67.5604,1733525281,0.018268,156,13,0
d13b6421-810d-468c-a90f-d7f5ca7b15fa,0x8a245985854029e63ecf51d56df95ad4f2957f64,0x5d06622d65548683b197f1377f5d001312c10709,5.6233,1737630732,0.035872,54,212,0
fd61926e-6b0c-41a5-a7b7-10e748fe7351,0x0627356cb5f945744f313a2b3467aa6be093301d,0x4a3cb418acd5fac600ab95c9dcc2f49d0d709a02,59.4251,1718216150,0.057185,451,225,1
1c320bb5-ffec-4bda-8310-4248139eddc8,0xecaa1f666c73eca8377741f5068fa33737392d34,0xe61a62fc4d95145132c26a6ae1636a0e31e051d5,24.8604,1714769715,0.028584,297,16,0
95cefb2e-20e6-43c3-9e89-c80100e98a72,0xecb309699f2625f643b6e70cea95d5d1ee03de32,0x038ae902087f51e7232ce8db32babfc725942962,83.9105,1712104088,0.061533,107,319,1
96bdce81-2115-4b1f-b5a4-8ec26b16a987,0xe94bc3c8ee391af37f0ee358c90f2b8cd61d650d,0x2df9bd1be744db8e4bb9f55ae3cab0fc71f38566,33.8858,1738930064,0.039494,469,215,0
a1278260-6e38-47aa-a94c-c1c132e9f6b1,0x27318fbc9d2cad58d26a6ae04020e20fdd391c07,0x53c1b6e11b080df2f1aa20abe9a1c30cbe206382,40.4091,1723620472,0.043082,25,141,0
29c3f084-4d37-46c6-a5cd-14f75730e4b1,0x337c07e431cb7611dd40f01358ca7a1e9b3151c0,0x0be3fd2116d7d15d3c954fa4f1317d421891098a,45.6009,1717010651,0.099949,394,359,1
6a0be88d-ef2b-4b09-8746-83d59cedffaf,0xf9efe65d2f9a7a00868988744f1010cb3e0652e1,0x43fafd3aa1ab77201f90fb8d822d7b03a20eab7b,40.2696,1726436155,0.036634,129,237,0
c47db3fe-27a1-43fd-b860-9fa98ffd1540,0x96bf9f6e0f1c8713873f418e35bf5a1fa5a3b5ef,0xd27db32eb73b1da381a97c4f7462237fd2a58daf,22.5708,1738874742,0.004501,387,357,0
f87b9fd4-e942-4f61-8966-01d4ab2e0652,0x1854ce9e13dec3a10a5116f10c1bb17d04dfe4f5,0x3fb570ec54518a61b973e199528302879a89efac,5.0173,1711537737,0.095931,37,330,0
acfa7d37-fd34-4b78-85a7-f6f547fd8d9d,0x80530da18904d02565411e0a431fef74609cd002,0xa4fc03c76bc63baf8b5dd7490a4ba5ca202e2829,24.8612,1737236684,0.019407,77,146,0
5858449d-8b45-41e5-b7de-8c95bd434018,0x50a7b2c5ae6579cd91b852e61a41d676f5736b30,0x771a893d2f7ff3c2a55f19f2dbef5b38f86ccab3,64.1301,1716157759,0.012855,388,281,0
6efe3fc6-a0cf-42b7-a9ac-364a5f25b568,0xf98c6efc7ba74efb16d1eb39419d9fb1743a3493,0x5c1e6e685ed80bc635b609e493eda2b877e51a88,15.8534,1721860985,0.095777,110,52,0
2eb5d4c9-6785-489f-8f87-f521b8628931,0xabb6409e09c5bdad99358648e9ba31ef2d14f193,0x5ec7017f9c40352d0d110663c60a1fff5e3e80ac,20.2219,1719046145,0.023684,415,13,0
6b1238cb-f816-4aa3-a1fa-4a97b292fc44,0xd97b0e9357270561bf499f15f810bf312cbb7219,0xb7715ac6950aab3648e8c68654180a7d73137ecf,24.1087,1718478243,0.061767,418,115,1
a2100f1c-544a-4150-86e4-0a6750d90267,0x1c55a3b044661c357590eef2026e720b3b8c49d9,0x3a1dd35ae4bb4af784ac6d1dac50c93572ce6bf3,9.1924,1741476804,0.068577,276,17,0
c4e518fc-c717-4da9-b4d0-1f636d052f67,0x6adb2211d62e49bfc70718d619e5caedc9f562d5,0xc0642520a2263eac2b7470501000fbb949e64fc4,92.7427,1732808909,0.035697,7,264,1
14948b09-50d4-42ce-8b50-b5e6ca017d02,0xb73c498048908357df7e97de6eae0cf6315183b9,0x675d6c41455ee2baf733fabe99c5f7abd574c296,35.2905,1736634858,0.072293,217,292,0
2ebaad2c-1dbb-4b5f-82db-ce682ddc2c93,0x5c62544b8704aca4abf2f2ffe560504b57ce67ef,0x0f0b8059b08d358709361f206369b6cdfd0857ff,80.4151,1727430348,0.070845,105,145,1
